FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (FRANÇAIS (FRANCE))]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_qp1l2l2nkquwhpk3		Effectivement, ça pourrait être une solution, mais maintenant que tu m'as ouvert les yeux sur les besoins de communication de ton village, nous allons retrouver le même au village de Pamalowi.	Isabelle		
tm_1ti8hpn2lnx1gnl0		Réfléchissons.	Isabelle		
tm_ekxrme9wsybvrczk		Et si nous partagions la poire en deux ?	Isabelle		
tm_aa6yp3vbpg9k0x8o		Nous pourrions venir vous voir une tournée sur deux ?	Isabelle		
tm_nngs974loaodjz15		Le besoin de communication exprimé par Nurumbé va-t-il impacter le cahier des charges du système ?	APPRENANT		
tm_jom1ylqs3hlkc31b	Les conséquences des besoins exprimés peuvent n'avoir aucun impact technique. Dans ce cas, le besoin est plus lié à la gestion du service utilisant le système. Ce service doit néanmoins lui aussi être précisé.  Il s'agit plus du rôle du chef de projet que de celui de l'ingénieur système.	"Les conséquences des besoins exprimés peuvent n'avoir aucun impact technique.

Dans ce cas, le besoin est plus lié à la gestion du service utilisant le système. Ce service doit néanmoins lui aussi être précisé. 

Il s'agit plus du rôle du chef de projet que de celui de l'ingénieur système."	APPRENANT		
tm_dei5nlcu1y5ymm31		Ce serait déjà mieux.	Nurumbé		
tm_zpgvpdbo2gxorra4		Mais dis moi, qu'est-ce que vous cherchez vraiment ?	Nurumbé		
tm_xh86fil1nse62hgn		Gagner du temps ou éviter un détour fatigant et usant à cause de la piste ?	Nurumbé		
tm_7v0jsey9ojimqt5k		Un peu des deux, mais principalement éviter la fatigue.	Isabelle		
tm_x2qq5oskhr4yhc47		Nos troupes sont épuisées après ces tournées !	Isabelle		
tm_lj3eaj4889z6hc3h		Et bien, si le temps est moins important, pourquoi ne pas profiter de votre passage pour rester plus longtemps ?	Nurumbé		
tm_41vfxo44nqndo6jf		Si vous restiez trois heures au village, les gens verront une réelle amélioration !	Nurumbé		
tm_1jqnjmsh0df9j23r		Ils pourront discuter plus en détail de leurs malheurs de santé.	Nurumbé		
tm_pmetlq5pmggt53no		C'est à réfléchir, mais cela me paraît un bon compromis.	Isabelle		
tm_s37dgmgnlavdl8lt		Je vais en parler à l'équipe.	Isabelle		
tm_t5jlwmswwf7fes0s		Bon, arrêtons de discuter affaires !	Isabelle		
tm_fxavrgbuhko9936x		Tu fais toujours aussi bien la cuisine ?	Isabelle		
tm_5buwlxzgxmezrhjj		Ah, je vois que le voyage a aiguisé ton appétit.	Nurumbé		
tm_jk1zk2pcm4df0415		Ne t'en fais pas.	Nurumbé		
tm_uu541ndjnrbyup0k		Quand j'ai su que tu venais, je t'ai préparé un petit plat bien relevé comme tu les adore.	Nurumbé		
tm_stp1hvt5qm1t4z6d		Allons manger !	Nurumbé		
tm_092ltabxe3nn56b9	Les conséquences des besoins exprimés peuvent n'avoir aucun impact technique. Dans ce cas, le besoin est plus lié à la gestion du service utilisant le système. Ce service doit néanmoins lui aussi être précisé. Il s'agit plus du rôle du chef de projet que de celui de l'ingénieur système.	"Les conséquences des besoins exprimés peuvent n'avoir aucun impact technique.

Dans ce cas, le besoin est plus lié à la gestion du service utilisant le système. Ce service doit néanmoins lui aussi être précisé. 

Il s'agit plus du rôle du chef de projet que de celui de l'ingénieur système."	APPRENANT		
tm_njh0ywkseqosx0h6		Et donc, vous seriez d'accord pour cette nouvelle façon de vous livrer une fois via nos drone et une fois avec notre camion ?	Isabelle		
tm_6eirwit5rantaayv		Oui Isabelle, comme tu le dis.	Gérard		
tm_zb0clpcx9djsb089		Et si vous restez une petite heure de plus tous les deux mois, ce sera parfait !	Gérard		
tm_qad7765oy3mbrfoi		Nous pourrions en profiter pour réaliser des échanges avec le village de Kamatowa.	Gérard		
tm_efekxxjn0p33rusp		Ils disposent d'épices que nous ne produisons pas, et en échange nous leur livrons régulièrement des sandales ou des ceintures en cuir que nous fabriquons nous-même.	Gérard		
tm_v3fzei8o1eshnpxb		On pourrait utiliser les drones pour transporter tout cela.	Gérard		
tm_wef1g9xnqu1nnoof		Euh, ce n'était pas vraiment prévu, mais pourquoi pas ?	Isabelle		
tm_1a50f64hq5mrio07		Je ne pense pas que le drone puisse transporter une charge très lourde mais sans doute que jusqu'à un ou deux kilos c'est faisable.	Isabelle		
tm_xz3nna94ev8mmwo7		Le problème est que ces drones ont une autonomie limitée.	Isabelle		
tm_lc0s2v7srby5ji8w		On risque de manquer de batterie.	Isabelle		
tm_24j3y7xz1915iq3f		Pourquoi ne pas utiliser notre équipement solaire ?	Gérard		
tm_87bz72u1lsvjq373		Nous pourrions les recharger sur notre chargeur de batteries de voiture ?	Gérard		
tm_61wuiackvns7fmk7		Tu crois que ce serait compatible ?	Isabelle		
tm_16oj2ha345nbntrv		Il va falloir étudier la question.	Isabelle		
tm_cxkvv2xf0tcajx9r		Et puis, si tu veux vraiment que ton projet soit populaire, ce serait bien qu'Édouard mon neveu qui est passionné de drone puisse les piloter.	Gérard		
tm_tmse58nry6a07fno		C'est un peu la star locale.	Gérard		
tm_j106siw07c345ib3		Oh, oh, je vois que tu t'empares déjà du projet.	Isabelle		
tm_356xf0a8jhsziqwh		Mais a-t-il déjà piloté des drones ?	Isabelle		
tm_p32umc6y6uszpu1h		Il s'est acheté un petit drone quadrimoteur qu'il manipule dans les champs pour rassembler les bêtes.	Gérard		
tm_3uhv02z37ptacul4		Mais bien sûr, ce drone est sans doute beaucoup plus petit que celui que vous allez utiliser.	Gérard		
tm_ajcvu5lqwmdcuvl2		Oui, certainement.	Isabelle		
tm_4y77ssqrh043d8us		Bon, cela veut dire qu'il va falloir le former en même temps que notre équipe.	Isabelle		
tm_sxxmwfl197bborey		Je vais voir cela.	Isabelle		
tm_hjqz51xvu0hjtxl1		Et peut-être lui fournir un mode d'emploi ?	Gérard		
tm_avjy3gzat3uioxak		Comme cela, il pourra le lire avant de suivre la formation.	Gérard		
tm_kdzaqnnbw0kg799h		OK, je note aussi.	Isabelle		
tm_y73ftscu4jq4agdx		Bon, je te propose d'aller voir l'endroit de la rivière où la traversée serait possible.	Gérard		
tm_51ya6qk6k90p1q9w		Très bonne idée !	Isabelle		
tm_gvwufzpuj358dakj		Isabelle semble dire oui à tout. Est-ce une bonne attitude ?	APPRENANT		
tm_mm2fl1v2gk4aw3od	"Elle ne dit pas vraiment ""OUI"" à tout. Elle est plutôt en faveur des propositions. En effet celles-ci ne semblent pas démesurées et dans un projet, la gestion des parties prenantes est primordiale. 
Si une partie prenante essentielle ne voit aucun intérêt à s'impliquer, le projet aura du mal à se réaliser. Dans ce cas, l'intérêt de Gérard sera multiplié s'il peut se servir du système pour échanger avec le village voisin et s'il peut faire plaisir à son neveu."	"Elle ne dit pas vraiment ""OUI"" à tout. Elle est plutôt en faveur des propositions. En effet celles-ci ne semblent pas démesurées et dans un projet, la gestion des parties prenantes est primordiale.

Si une partie prenante essentielle ne voit aucun intérêt à s'impliquer, le projet aura du mal à se réaliser. Dans ce cas, l'intérêt de Gérard sera multiplié s'il peut se servir du système pour échanger avec le village voisin et s'il peut faire plaisir à son neveu."	APPRENANT		
tm_bofp76th7nkxfrez	Ceci sera expliqué dans le cours de Gestion de Projet de 1ère année du cycle IENAC.	Ceci sera expliqué dans le cours de <b>Gestion de Projet</b> de 1ère année du cycle IENAC.	APPRENANT		
tm_obvfzsdm6lh6h5zz	"Elle ne dit pas vraiment ""OUI"" à tout. Elle est plutôt en faveur des propositions. En effet celles-ci ne semblent pas démesurées et dans un projet, la gestion des parties prenantes est primordiale. Si une partie prenante essentielle ne voit aucun intérêt à s'impliquer, le projet aura du mal à se réaliser. Dans ce cas, l'intérêt de Gérard sera multiplié s'il peut se servir du système pour échanger avec le village voisin et s'il peut faire plaisir à son neveu."	"Elle ne dit pas vraiment ""OUI"" à tout. Elle est plutôt en faveur des propositions. En effet celles-ci ne semblent pas démesurées et dans un projet, la gestion des parties prenantes est primordiale.

Si une partie prenante essentielle ne voit aucun intérêt à s'impliquer, le projet aura du mal à se réaliser. Dans ce cas, l'intérêt de Gérard sera multiplié s'il peut se servir du système pour échanger avec le village voisin et s'il peut faire plaisir à son neveu."	APPRENANT		
tm_3a1xzpt3vkbexohx		Voilà, à cet endroit la rivière est un peu plus étroite qu'ailleurs et de l'autre côté, il y a un ponton où le drone pourrait atterrir.	Gérard		
tm_3rwlx64jc3n6cidr		Ah oui, quand même !	Isabelle		
tm_3cad25a9dtcvuol2		Je ne pensais pas que la rivière était aussi large et que les rapides étaient aussi puissants !	Isabelle		
tm_n4ny93aaoyf2aixs		La nature est sauvage ici.	Gérard		
tm_lukusdpx8r9tp7k4		Parfois, on ne voit même pas l'autre rive tellement il y a de brume.	Gérard		
tm_ulpbfv2fku7ra2ck		Et en plus, elle s'installe sans crier gare.	Gérard		
tm_yhr643wq29po8yr0		Impossible de prévoir son arrivée.	Gérard		
tm_smpccysvbtkym8wt		Tu veux dire qu'elle pourrait gêner notre navigation et qu'on pourrait perdre le drone de vue ?	Isabelle		
tm_tvz3s8xlllutedth		Ben il vaudrait mieux éviter ces jours là, car c'est sûr que ce sera plus difficile.	Gérard		
tm_r0y2mvwzzqgqnbda		Oui, mais quand on programme une tournée, on ne peut pas la modifier juste pour une question de brume !	Isabelle		
tm_jpmroxspxmx31ylg		Dans ce cas, il va falloir trouver une solution pour savoir où le drone se trouve et surtout pour le faire atterrir de l'autre côté, car la rive Est est quand même à 700m.	Gérard		
tm_5v6y4iqyc7utgrfh		Je vois.	Isabelle		
tm_tx2bl9nrvo1wei78		Bon, il va falloir que j'en parle à Marc, notre ingénieur système.	Isabelle		
tm_diydkriw0xdenkp1		Peut-être une caméra ou un GPS ferait l'affaire !	Isabelle		
tm_xive1shji76e25xo		Il va te coûter cher ton drone...	Gérard		
tm_90r8uyzjkk8jjktq		Marc aura peut-être une solution plus économique.	Isabelle		
tm_b6u1kp6qk9ok1ygk		En tout cas, je vais lui remonter cette contrainte.	Isabelle		
tm_psl20a5a5ii443vk	Pourquoi demander à Marc de choisir la solution technique ? Isabelle gère le budget, elle peut donc décider d'acheter une caméra pour répondre au besoin !	"Pourquoi demander à Marc de choisir la solution technique ? 
Isabelle gère le budget, elle peut donc décider d'acheter une caméra pour répondre au besoin !"	APPRENANT		
tm_9c1j8zy3k24tx37b	Un chef de projet gère effectivement le budget, et le temps associé à un projet. Mais la qualité et le contenu technique du système doivent être discutés en priorité et avant tout avec l'ingénieur système. Le chef de projet remonte les besoins. L'ingénieur système trouve la solution technique adaptée.	"Un chef de projet gère effectivement le budget, et le temps associé à un projet.

Mais la qualité et le contenu technique du système doivent être discutés en priorité et avant tout avec l'ingénieur système.

Le chef de projet remonte les besoins. L'ingénieur système trouve la solution technique adaptée."	APPRENANT		
tm_d07c0met12q8fubu	Ceci sera vu dans le cours d'Ingénierie du Besoin de première année du cycle IENAC.	Ceci sera vu dans le cours d'<b>Ingénierie du Besoin</b> de première année du cycle IENAC.	APPRENANT		
tm_vokj0adujcark7xm	Un chef de projet gère effectivement le budget, et le temps associé à un projet. Mais la qualité et le contenu technique du système doivent être discutés en priorité et avant tout avec l'ingénieur système. Le chef de projet remonte les besoins. L'ingénieur système trouve la solution technique adaptée.	"Un chef de projet gère effectivement le budget, et le temps associé à un projet.

Mais la qualité et le contenu technique du système doivent être discutés en priorité et avant tout avec l'ingénieur système.

Le chef de projet remonte les besoins. L'ingénieur système trouve la solution technique adaptée."	APPRENANT		
tm_7k1x0srjrgkofdi3		Bonjour à tous !	Isabelle		
tm_rjiwvmxladd5ufah		Bonjour !	Émilie		
tm_lj4bw4n56wmzbjf4		Je vous ai réunis ici pour vous parler d'un nouveau projet.	Isabelle		
tm_sfy9h7k820uq6p4u		Un nouveau projet ?	Mathieu		
tm_yd70p044sjxx2xi3		Mais pour nous, chaque tournée est un nouveau projet.	Mathieu		
tm_b4h23bcygqe4kc5l		Et bien justement, celui-ci a pour objectif de faciliter la tournée de l'Est, celle qui vous oblige à faire un détour de 60km alors que le village à desservir est juste en face d'un village que vous desservez déjà.	Isabelle		
tm_l70e9wcw9kqvwd2f		Ah oui, le village de Ramatowa en face du village de Bamalowi !	Odile		
tm_j3grup48xj9j0rj5		Quelle plaie ce détour, avec en plus une piste horrible et pleine de nids de poule !	Bruno		
tm_cgqzhjs6gf04g4jv		C'est quoi alors ton projet ?	Émilie		
tm_unym9zhflb778srl		Ce n'est pas mon projet, mais celui de notre cher Hubert !	Isabelle		
tm_fsqagkx9q2gut36n		Houla, alors l'idée doit être brillante !	Bruno		
tm_k51pbqeipfbevods		Elle n'est pas si mal que ça.	Isabelle		
tm_qvg1wu77jhi3z7oz		Allez, accouche !	Odile		
tm_4sqo9848ywzefxyi		Et bien, plutôt que de faire un  détour de 60km, Hubert propose d'utiliser deux drones qui transporteraient les médicaments d'une berge à l'autre.	Isabelle		
tm_eh0mem3zwtw3ww7y		Et bien ! Pour une innovation, ça c'est une innovation !	Émilie		
tm_rmd3jaj911da9vyp		Mais quelle taille ça a un drone capable de faire cela ?	Mathieu		
tm_evlkteoic32p5yt4		Aucune idée. Pour cela, il faudra voir ça avec Marc.	Isabelle		
tm_xbmj2te4r91v4mey		Marc est sur le coup ?	Odile		
tm_toyutucrqh4zqayr		Oui, c'est lui qui fait la partie développement système.	Isabelle		
tm_mpi9oyir1m8z5lie		Ah ben là, j'y crois un peu plus !	Bruno		
tm_yrds2avqkw7vwhb8		Tu sais que dans nos camions, on n'a pratiquement aucune place de libre à l'arrière.	Mathieu		
tm_u9m7ztlhb8trtczq		Ils sont bourrés de cartons de médicaments et de nos affaires.	Mathieu		
tm_opa2bcv837df4ho7		Oui, je sais.	Isabelle		
tm_ytzxdjzy2d3sk3lp		De quel espace penser vous disposer au pire ?	Isabelle		
tm_avi9xiazdre7j99y		Ben, je pense qu'une caisse de 50cm de côté pourrait encore rentrer.	Bruno		
tm_5b0e5syvenah5wx0		Vous êtes d'accord les autres ?	Bruno		
tm_afnjzu09s4gn1wy8		Oui, et peut-être un peu plus.	Odile		
tm_fby7smv9dhbq5tbe		Mais le drone devra être résistant car la route n'est pas tranquille.	Odile		
tm_o7h080q9onsxqdbr		Je dirai même que c'est souvent le rodéo !	Odile		
tm_e6xnm826ss0j0nsv		En plus, les paquets tombent parfois les uns sur les autres.	Mathieu		
tm_owxq0rd7dsitm79p		Il faudra que le drone soit bien coincé et que la caisse soit solide.	Mathieu		
tm_x94ezc4xvmskc69w		OK, je note.	Isabelle		
tm_k25mc5zfhlo4t41u		Les drones doivent rentrer dans une caisse de 50cm de côté.	Isabelle		
tm_ydajawu9uzq1qy3w		Elle doit être solide et supporter les chocs de cartons avoisinants.	Isabelle		
tm_mngq4ruywwnddwm2		Les drones doivent être parfaitement calés à l'intérieur.	Isabelle		
tm_wzpcsn2u4n5mmrx2		Bon, OK pour le transport, mais qui va les piloter ?	Bruno		
tm_4wrngjklij39vyva		Je connais pas ces engins moi !	Bruno		
tm_pirzakvq3u80vnjy		Ah ben pour moi, pas de problème.	Émilie		
tm_y6oa26r06yburcx3		J'ai fait une formation quand j'étais étudiante à l'ENAC.	Émilie		
tm_5a3zwuhou7vtnlxu	On m'a appris à les piloter dans un espace réservé qu'on appelait la volière : le plus grand espace drone d'Europe !	On m'a appris à les piloter dans un espace réservé qu'on appelait <b>la volière</b> : le plus grand espace drone d'Europe !	Émilie		
tm_luung5alr23rwbv9		Enfin si c'est un drone classique, genre quadrimoteur.	Émilie		
tm_h975vgkx58oyras1		Et ben, on est sauvés !	Bruno		
tm_04h2ny2v40djpi7u		Pas tant que ça les amis, car vous devez tous avoir des notions élémentaires de pilotage.	Isabelle		
tm_mkgbkk0lr8dl9v4r		Mais Émilie pourra vous aider et au pire, on vous paiera une formation.	Isabelle		
tm_5ynrsmpnkzn7uy2k		Une formation ?	Bruno		
tm_vv1dzr0me4xv78jf		Mais moi, j'en veux pas de cette formation !	Bruno		
tm_n6r4ampxd95l6360		Je saurai très bien me débrouiller tout seul.	Bruno		
tm_7902q6oudwmh52pu		OK, OK, on en reparlera plus tard.	Isabelle		
tm_13p07uvuejvosqgy		Mais dans le principe, l'idée vous plaît ?	Isabelle		
tm_21qk09evc1x0pkxs		Plutôt, oui !	Odile		
tm_qwn0fj7ie2q22fv5		Nous éviter 60km de pistes, 3h de fatigue, tu parles qu'on est preneurs !	Odile		
tm_8yrfq588j80m7ghz		Mais je ne comprends pas comment les habitants de Ramatowa ont pu accepter ce deal ?	Émilie		
tm_bl0f7zi1w9aynpqi		On n'ira plus jamais les voir ?	Émilie		
tm_d68xj8pguf1n7fyq		Bonne remarque !	Isabelle		
tm_mj8k2vf289z2zca1		Je suis allée discuter avec les chefs des deux villages.	Isabelle		
tm_mga64jqytghhwjyg		Nurumbé propose que nous passions chez eux une fois sur deux en prenant le pont en aval de la rivière.	Isabelle		
tm_gkptbe7lcpyajacp		Gérard est lui aussi d'accord pour nous voir qu'une fois sur deux.	Isabelle		
tm_t5nocu68ba825i5r		Du coup, vous pourrez vous arrêter un peu plus longtemps dans chacun des deux villages et effectuer plus de mini-consultations médicales.	Isabelle		
tm_mtpr3vqg573y0a4b		C'est vrai que je préfère m'occuper de gosses malades plutôt que d'être chahuté dans ce foutu camion aux amortisseurs épouvantables !	Mathieu		
tm_eeml4ia4bfzc0r94		Bon, pour Gérard, il y a une condition en plus : vous devrez laisser son neveu Édouard piloter le drone et lui permettre d'échanger quelques babioles avec le village voisin.	Isabelle		
tm_gx0pe4i4xwqevl5w		Quoi comme babioles ?	Odile		
tm_df453t89xzzxtdgl		Ceintures, tongs, sachets d'épices,...	Isabelle		
tm_t8d3sivfqqouz96g		Tu veux dire qu'on va assister à une séance complètes de troc aérien ?	Mathieu		
tm_f0p658jbvdq3kxew		Et oui !	Isabelle		
tm_yujpjjmm9pt3o71z		À priori, le neveu est bon pilote. Il pourra vous donner quelques tuyaux !	Isabelle		
tm_zaxzwu44xqk82egj		OK, OK au moins, ça va agrémenter notre voyage. Du spectacle en perspective !	Odile		
tm_o2sqb19u0wespnma		Bon, donc vous êtes partants ?	Isabelle		
tm_gd802wrr6d0xjlh6		Yop !	Émilie		
tm_n7a4i8f91fgp0iex		Pendant ce temps, Marc avance sur l'analyse fonctionnelle du nouveau drone. Il a convoqué John et Mathilde pour l'aider dans le premier brainstorming sur le sujet.	APPRENANT		
tm_b18s16oyuwskcdi4		Bon, les enfants, avant tout, il faut qu'on délimite notre système.	Marc		
tm_8mfewpn3gykq9m9k		Avec quoi va-t-il interagir et que va-t-on intégrer comme mission principale ?	Marc		
tm_jzdlebpqkxxg68xt		Il me semble que sa mission principale est d'acheminer de manière sécurisée un paquet de médicaments d'un côté de la rivière Ubangi à l'autre côté ?	Mathilde		
tm_zgn6xneves8smg2z		Cela me paraît bien, mais je pense que l'on peut être un peu plus précis sur la distance à parcourir.	Marc		
tm_eph5ztzl5xamizds		J'ai regardé sur Google Maps, le largeur de la rivière près de Pamalowi est d'environ 800m. On peut donc se fixer 1km.	Marc		
tm_swcnf9j47qgnftcl		Dans ce cas, ne peut-on pas aussi préciser le poids maximum du paquet de médicaments à transporter ?	John		
tm_gk7gytvstm8fp5fa		Tu as tout à fait raison, ces deux éléments dimensionnent énormément le système.	Marc		
tm_yuin9uij2edgy63d		On part sur un kilogramme ?	Marc		
tm_sy0xo8preervsko5		Oui. On devra vérifier avec l'équipe de tournée, mais ça me paraît raisonnable.	John		
tm_e6axa099gxc1j2ey		Notre mission sera donc :	Marc		
tm_v6oqfyuw9wanh374	"    ""Transporter par la voie des airs un kilogramme de médicaments sur une distance d'un kilomètre"""	"    ""<b>Transporter par la voie des airs un kilogramme de médicaments sur une distance d'un kilomètre</b>"""	Marc		
tm_kgtg7bc668b193fi		Est-ce que cela vous va ?	Marc		
tm_gnzfduorx8fhr3ad		Parfait !	Mathilde		
tm_hcdjf7q4fuzk69b7		Le début d'une analyse fonctionnelle d'un système débute toujours par l'identification de sa mission opérationnelle.	APPRENANT		
tm_nr15bcldmt4xmmrd		Passons maintenant aux limites de notre système.	Marc		
tm_6mw90t5hkp2pgt41		Avec quoi et qui va-t-il interagir ?	Marc		
tm_cz668fj0ycev99t1		Cela nous permettra d'en définir les fonctions principales et les fonctions contraintes.	Marc		
tm_rbmqw72iuxe97qbp	Les acteurs les plus évidents me semblent être le pilote, les médicaments, et le responsable du village village_2 qui va réceptionner le paquet.	Les acteurs les plus évidents me semblent être le pilote, les médicaments, et le responsable du village de Ramatowa qui va réceptionner le paquet.	Mathilde		
tm_2ne8wde70aakwe53		Oui, encore que j'ai un doute sur l'interaction directe avec le pilote, mais on y reviendra.	Marc		
tm_7m694au5kmcwwyyx		"Peut-être que le pilote ne sera pas chargé de mettre les médicaments dans le drone. Il faudrait peut-être identifier un responsable côté ""équipe de tournée"" ?"	John		
tm_vacn9ud3y44ri6hd		Oui, cela me paraît être une bonne idée.	Marc		
tm_zwbxezezkyhr7ne5		Bon, je crois qu'on a fait le tour des acteurs que le système mets en relation.	Marc		
tm_2ir0qujkvj7ssai8		Voyez vous des acteurs qui imposent des contraintes ?	Marc		
tm_n90xl8hki1vbev2b		Peut-être que les éléments climatiques comme le vent, le soleil ou la pluie vont jouer un rôle ?	Mathilde		
tm_z9rx99en6iqjpf23		À approfondir. Quoi d'autre ?	Marc		
tm_0bmr6pyns6wucmxb		La rivière pourrait avoir une influence, mais si tout va bien, elle ne devrait pas interagir !	John		
tm_l8sn3k6jil9oyxsc		Il faudra creuser ça lors des études de sécurité. Bon, je pense que nous avons fait le tour des acteurs.	Marc		
tm_fxwag987ngvh1kon		Je rajouterai le relief du champ de décollage car il joue un rôle important lors de cette phase avec les effets de sol quand les hélices commencent à tourner.	Marc		
tm_cdnsfhhm8xezln4s		Bien vu !	Mathilde		
tm_dck7mk1uamjvkieq		Revenons à tous ces acteurs et voyons comment ils interagissent avec le système.	Marc		
tm_lqeym32ideu7eyau		Ben, pour le pilote c'est évident. C'est lui qui guide le drone vers l'autre rive.	John		
tm_oi1dkow9sxbcxum7		Est-ce si évident que cela ? De quoi va-t-il avoir besoin pour le guider ?	Marc		
tm_qgt576j4x2rz7gwg		Euh, d'une télécommande ?	John		
tm_k2wraqabecunt6ob		C'est là le problème ! Doit-on considérer la télécommande dans le système ?	Marc		
tm_m6ofuffwn5n45440		Dans ce cas, le pilote va effectivement interagir directement avec le système.	Marc		
tm_xxaxrirbwf1gqsee		Ou bien on exclut la télécommande du système, et dans ce cas, c'est cette télécommande qui interagira directement avec le système, et non le pilote !	Marc		
tm_6amtew3yh9p2wsfv		Pourquoi veux-tu exclure la télécommande du système ?	Mathilde		
tm_h8gnezoyf6xfpdyy		Et bien, pour des raisons de coût, de compétence et de souplesse vis à vis du pilote.	Marc		
tm_hqvyl2rpru442hgm		Je ne souhaite pas être responsable de la partie guidage sol.	Marc		
tm_et88ram9d54phpxp		Aujourd'hui, on trouve des émetteurs radio très bon marché avec une une très bonne portée sur Internet.	Marc		
tm_dl33ii6yjhrca289		Nous n'avons pas les compétences réelles pour développer cet émetteurs, et de plus, cela nous reviendra beaucoup plus cher en terme de développement et mise au point pour un résultat de moins bonnes qualité.	Marc		
tm_r1r0kaz1ub9bz2ty		Bon, nous pourrions considérer que cet élément est sous-traité, et que nous ne nous en occupons pas, mais dans ce cas, nous devenons tributaires du fournisseur.	Marc		
tm_avuikhybhwgypfxd		De plus, l'avantage de laisser l'émetteur en dehors du système est de laisser le pilote choisir sa télécommande et la configurer comme il veut.	Marc		
tm_9u116u4dngs3jfa8	Ici, Marc aborde un point sensible de l'analyse fonctionnelle : Définir les limites du système que l'on veut développer. De nombreuses considérations sont à prendre en compte : Le coût, La sécurité, La compétence, etc En fonction de ces dernières, les limites du système seront plus ou moins étendues.	"Ici, Marc aborde un point sensible de l'analyse fonctionnelle :

<b>    Définir les limites du système que l'on veut développer.</b>

De nombreuses considérations sont à prendre en compte : 
* Le <b>coût</b>
* La <b>sécurité</b>
* L a <b>compétence</b>
* ...

En fonction de ces dernières, les limites du système seront plus ou moins étendues."	APPRENANT		
tm_t36iub1wzj4jdamj		Oui, mais notre système va-t-il bien obéir aux ordres émis ?	John		
tm_k9rv6ttpsrhde8y4		Très bonne remarque !	Marc		
tm_akvazm0c1abf0hqq		Heureusement, aujourd'hui, les émetteurs vendus sont fournis avec un petit boitier récepteur à placer dans le drone.	Marc		
tm_3fxy5kkk2bnufzqd		Il nous suffit de définir les types de récepteurs avec lesquels nous seront compatibles et le tour est joué !	Marc		
tm_8em1cntaglu5ej2v		Oui, mais sera-t-on sûr que les signaux émis couvrent toute la plage de manœuvre de notre drone ?	Mathilde		
tm_ivvmhn2yg3hl0m8i		Effectivement, encore une bonne remarque, Matilde !	Marc		
tm_yi0c7sbwhwrebwmw		Notre système devra prévoir une fonction de calibration pour s'adapter à la plage des signaux émis.	Marc		
tm_6xirmf35p59cn0lx		Bon, nous avons déjà deux fonctions principales du système :	Marc		
tm_rjc16n1x42rxx09q	"FP1 : ""Interpréter les signaux de guidage émis par la télécommande pour se déplacer dans l'air."""	"FP1 : ""<b>Interpréter les signaux de guidage émis par la télécommande pour se déplacer dans l'air.</b>"""	Marc		
tm_wgabtat370um1iba	"et FP2 : ""Calibrer la plage des signaux pour les adapter à la plage de manœuvre maximale."""	"et FP2 : ""<b>Calibrer la plage des signaux pour les adapter à la plage de manœuvre maximale.</b>"""	Marc		
tm_st6o4h4rc1zguw7j		Quoique, FP2 devrait plutôt s'appeler FC1, c'est plutôt une fonction contrainte.	Marc		
tm_3v55207cwyurdtwh		Pourquoi ?	Mathilde		
tm_auw54g87li6ofhic		Parce qu'elle ne met en relation que l'émetteur et le système.	Marc		
tm_unpdjfdp57gz0wsf		Oui, effectivement. Quoi d'autre ?	Mathilde		
tm_07kfaapxervkvsca		Et bien, il va falloir les déplacer ces médicaments. Ça me semble être une fonction principale !	John		
tm_susw5qe9yuhkohg6		C'est plutôt une fonction contrainte là encore.	Marc		
tm_uzoypg6yx0epohr2		La contrainte étant de pouvoir soulever un kilogramme de médicaments !	Marc		
tm_sv541rxojkz2v6x1		Pour cela, il faut que le système permette au responsable de l'équipe de tournée de les accrocher solidement et facilement.	Mathilde		
tm_fp32rpon3d2bihpe		OK, ça c'est une nouvelle fonction principale.	Marc		
tm_s752aba7yxq0ttk1	Donc FC2 : Soulever et déplacer un kilogramme de médicament qui met en relation le système avec les médicaments.	"Donc FC2 : ""<b>Soulever et déplacer un kilogramme de médicament</b>"" qui met en relation le système avec les médicaments."	Marc		
tm_6ymfgefm4l5ygp7n	"Et FP2 : ""Accrocher facilement un paquet de médicament"" qui lie le responsable ""équipe de tournée"" et les médicaments à travers le système."	"Et FP2 : ""<b>Accrocher facilement un paquet de médicament</b>"" qui lie le responsable ""équipe de tournée"" et les médicaments à travers le système."	Marc		
tm_bu44heucrktwbfbr		On pourrait peut-être commencer à dessiner notre pieuvre ?	Marc		
tm_4r6u9upgty9oekdb	En analyse fonctionnelle, la pieuvre est un schéma représentant toutes les fonctions du système. Une fonction principale met en relation deux acteurs. Si une fonction n'interagit qu'avec un acteur, il s'agit d'une fonction contrainte.  Toutes les fonctions sont numérotées. C'est pourquoi Marc donne à chaque fois un identifiant unique aux fonctions.	"En analyse fonctionnelle, la pieuvre est un schéma représentant toutes les fonctions du système.

Une fonction principale met en relation deux acteurs. Si une fonction n'interagit qu'avec un acteur, il s'agit d'une fonction contrainte. 

Toutes les fonctions sont numérotées. C'est pourquoi Marc donne à chaque fois un identifiant unique aux fonctions."	APPRENANT		
tm_65w9du2puxscn5ey		Marc, Mathilde et John ont fini leur analyse fonctionnelle. Isabelle, de retour de ses interviews dans les deux villages, fait le point pour produire un cahier des charges du système.	APPRENANT		
