FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (FRANÇAIS (FRANCE))]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_n3wufuxdraojrm0n	Non, les essais ont montré une diminution, trop importante de la charge de la batterie, au bout de 10 minutes !!	Non, les essais ont montré une diminution trop importante de la charge de la batterie au bout de 10 minutes !!	Marc		
tm_fiyedl5jii7wqaib		Oui, je pense que c’est possible.	Marc		
tm_z8p0rd4a76sd9zlt		Notre estimation lors du planning poker d’équipe nous a conduits à estimer la difficulté du package à 32 points au total.	Marc		
tm_6g7susudbsnafwa4		C'est légèrement supérieur au sprint précédent, qui était de 28 points, mais nous gagnons en efficacité jour après jour.	Marc		
tm_7nqvzslx66x3jr2t		Non, je te rassure.	Marc		
tm_cu421ase0dtzr2tl		Mais c’est vrai que cela se joue avec des cartes.	Marc		
tm_kp1zxa2wnbpv0u55		Pour chaque user story, chaque participant choisit dans son paquet personnel une carte avec un chiffre.	Marc		
tm_nqocb4x5zdr5yd7s		Le chiffre représente le niveau de difficulté qu’il estime pour la user story.	Marc		
tm_vnijg24l54xbipl1		Dans un premier temps, il ne montre pas sa carte.	Marc		
tm_tvkk5xmqitiez7my		Puis tout le monde fait tapis en même temps.	Marc		
tm_75gqrs8krryajqif		Pourquoi pas ?	Marc		
					
