FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (ENGLISH)]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_smpccysvbtkym8wt		Do you mean it could interfere with our navigation and we can lose sight of the drone ?	Isabelle		
tm_tvz3s8xlllutedth		Well, it would be better to avoid these days, because it'll surely be more difficult.	Gérard		
tm_r0y2mvwzzqgqnbda		I see that, but when we programm a run, we can't modify it because of the fog.	Isabelle		
tm_jpmroxspxmx31ylg		In that case, you'd better find a solution to know where your drone is, and to make it land on the other side. The Eastern bank is half a mile away.	Gérard		
tm_5v6y4iqyc7utgrfh		I see.	Isabelle		
tm_tx2bl9nrvo1wei78		I need to talk about that to Marc, our system engineer.	Isabelle		
tm_diydkriw0xdenkp1		Maybe a camera or a GPS could do the trick !	Isabelle		
tm_xive1shji76e25xo		Your drone is going to get expensive !	Gérard		
tm_90r8uyzjkk8jjktq		Maybe Marc will have a cheaper solution.	Isabelle		
tm_b6u1kp6qk9ok1ygk		Anyway, I'm going to tell him about this issue.	Isabelle		
tm_psl20a5a5ii443vk	Why ask Marc to choose a technical solution? Isabelle is managing the budget, she can decide to buy a camera to answer that requirement !	"Why ask Marc to choose a technical solution? 
Isabelle is managing the budget, she can decide to buy a camera to answer that requirement !"	APPRENANT		
tm_9c1j8zy3k24tx37b	A project manager effectively manages the budget, and the time allotted to a project. But the quality and the technical contents must be discussed in the first place and mostly with the system enginner. The project manager's job is to identify the requirements. The technical engineer must find the technical solution.	"A project manager effectively manages the budget, and the time allotted to a project.

But the quality and the technical contents must be discussed in the first place and mostly with the system enginner.

The project manager's job is to identify the requirements. The technical engineer must find the technical solution."	APPRENANT		
tm_d07c0met12q8fubu	That will be developed in the first year's Requirements Engineering class.	That will be developed in the first year's <b>Requirements Engineering</b> class.	APPRENANT		
tm_vokj0adujcark7xm	A project manager effectively manages the budget, and the time allotted to a project. But the quality and the technical contents must be discussed in the first place and mostly with the system enginner. The project manager's job is to identify the requirements. The technical engineer must find the technical solution.	"A project manager effectively manages the budget, and the time allotted to a project.

But the quality and the technical contents must be discussed in the first place and mostly with the system enginner.

The project manager's job is to identify the requirements. The technical engineer must find the technical solution."	APPRENANT		
tm_7k1x0srjrgkofdi3		Hello you all !	Isabelle		
tm_rjiwvmxladd5ufah		Hello Isabelle !	Émilie		
tm_lj4bw4n56wmzbjf4		You've been called here to discuss a new project.	Isabelle		
tm_sfy9h7k820uq6p4u		A new project ?	Mathieu		
tm_yd70p044sjxx2xi3		You know, for us each run is a project in itself.	Mathieu		
tm_b4h23bcygqe4kc5l		Well, that one's goal is to make your journey East easier. You know, the one in which you drive 40 miles to get to a village on the other side of a river ?	Isabelle		
tm_l70e9wcw9kqvwd2f		Yes, the Ramatowa village, right accross Pamalowi !	Odile		
tm_j3grup48xj9j0rj5		This part is a pain. And the path is horrible with a lot of potholes !	Bruno		
tm_cgqzhjs6gf04g4jv		What's your project ?	Émilie		
tm_unym9zhflb778srl		The project isn't exactly mine, Hubert was the one to launch it.	Isabelle		
tm_fsqagkx9q2gut36n		Oh, the idea must be quite good !	Bruno		
tm_k51pbqeipfbevods		It's not that bad actually.	Isabelle		
tm_qvg1wu77jhi3z7oz		Come on, tell us !	Odile		
tm_4sqo9848ywzefxyi		Well, instead of going around for 40 miles, Hubert suggested using two drones to carry the medicines from one side to the other.	Isabelle		
tm_eh0mem3zwtw3ww7y		Well, that's a great innovation !	Émilie		
tm_rmd3jaj911da9vyp		But how big would such a drone need to be to do that ?	Mathieu		
tm_evlkteoic32p5yt4		No idea, I'll have to ask Marc.	Isabelle		
tm_xbmj2te4r91v4mey		Is Marc also onboard ?	Odile		
tm_toyutucrqh4zqayr		Yes, he's tasked with the system development part.	Isabelle		
tm_mpi9oyir1m8z5lie		Ah, I start to believe a bit more in your project !	Bruno		
tm_yrds2avqkw7vwhb8		You know that our trucks have little room on the back.	Mathieu		
tm_u9m7ztlhb8trtczq		They're already full of medicines and of our stuff.	Mathieu		
tm_opa2bcv837df4ho7		Yes, I'm aware of that.	Isabelle		
tm_ytzxdjzy2d3sk3lp		How much room would you have in the worse case scenario ?	Isabelle		
tm_avi9xiazdre7j99y		Well, I think a 20 inch square box could fit in there.	Bruno		
tm_5b0e5syvenah5wx0		What do you think you guys ?	Bruno		
tm_afnjzu09s4gn1wy8		Yes, and maybe a bit more.	Odile		
tm_fby7smv9dhbq5tbe		My concern is that the drone must be resistant, because the road is far from calm.	Odile		
tm_o7h080q9onsxqdbr		I'd say it's often like a rodeo !	Odile		
tm_e6xnm826ss0j0nsv		And boxes often fall on one another.	Mathieu		
tm_owxq0rd7dsitm79p		The box will need to be sturdy, and the drone well fixed inside.	Mathieu		
tm_x94ezc4xvmskc69w		OK, requirements acknowledged.	Isabelle		
tm_k25mc5zfhlo4t41u		The drone must fit in a 20 inches box.	Isabelle		
tm_ydajawu9uzq1qy3w		It must be secured fix in the box.	Isabelle		
tm_mngq4ruywwnddwm2		That box must be solid and resist shocks with other boxes.	Isabelle		
tm_wzpcsn2u4n5mmrx2		Well, the transport problem is solved, but who's going to pilot them ?	Bruno		
tm_4wrngjklij39vyva		I don't know anything about these things !	Bruno		
tm_pirzakvq3u80vnjy		Well, no problem for me if it's a classical drone. Like one with four rotors.	Émilie		
tm_y6oa26r06yburcx3		I followed a training when I was a student at the ENAC.	Émilie		
tm_5a3zwuhou7vtnlxu	"They taught me how to pilot them in a place called the ""volière""."	"They taught me how to pilot them in a place called the ""<b>Volière</b>""."	Émilie		
tm_luung5alr23rwbv9		It's the biggest indoor drone space in Europe.	Émilie		
tm_h975vgkx58oyras1		So, it looks like we're saved.	Bruno		
tm_04h2ny2v40djpi7u		Not so quickly. You all need basic notions to pilot them.	Isabelle		
tm_mkgbkk0lr8dl9v4r		But apparently Emilie can help you, and worst case scenario, we pay you some training sessions.	Isabelle		
tm_5ynrsmpnkzn7uy2k		A training ?	Bruno		
tm_vv1dzr0me4xv78jf		But I don't want no training !	Bruno		
tm_n6r4ampxd95l6360		I'll be able to sort it out myself.	Bruno		
tm_7902q6oudwmh52pu		OK, OK, we'll talk about it later.	Isabelle		
tm_13p07uvuejvosqgy		But is the idea fine with you ?	Isabelle		
tm_21qk09evc1x0pkxs		Definitely yes !	Odile		
tm_qwn0fj7ie2q22fv5		Do you think we're not going to take an opportunity to avoid 40 miles of track, and 3 hours of tiring driving ?	Odile		
tm_8yrfq588j80m7ghz		But I don't understand how Ramatowa's inhabitants accepted that.	Émilie		
tm_bl0f7zi1w9aynpqi		Won't we ever see them ?	Émilie		
tm_d68xj8pguf1n7fyq		Good question !	Isabelle		
tm_mj8k2vf289z2zca1		I went to discuss with the two village's chiefs.	Isabelle		
tm_mga64jqytghhwjyg		Nurumbé suggested we go in one village every two months.	Isabelle		
tm_gkptbe7lcpyajacp		And Gérard seems also fine with it.	Isabelle		
tm_t5nocu68ba825i5r		And doing that, you could stay a bit longer in each village when you visit them, to perform mini medical consultations.	Isabelle		
tm_mtpr3vqg573y0a4b		I largely prefer caring for sick children instead of being thrown around in that goddamn truck. It has some really bad shock absorbers !	Mathieu		
tm_eeml4ia4bfzc0r94		Ah, and Gérard had another condition : could you let his nephew pilot the drone and exchange some little stuff with Ramatowa ?	Isabelle		
tm_gx0pe4i4xwqevl5w		What is this little stuff ?	Odile		
tm_df453t89xzzxtdgl	Some sandals, leather belts, spice bags, etc	Some sandals, leather belts, spice bags,...	Isabelle		
tm_t8d3sivfqqouz96g		You mean we're going to watch some flying bartering ?	Mathieu		
tm_f0p658jbvdq3kxew		Yes ! And the nephew seems to be a good pilot.	Isabelle		
tm_yujpjjmm9pt3o71z		Maybe he could give you a few tips !	Isabelle		
tm_zaxzwu44xqk82egj		Well, that's going to make our run a bit more interesting. I'm curious about what that show will look like !	Odile		
tm_o2sqb19u0wespnma		So you're all onboard ?	Isabelle		
tm_gd802wrr6d0xjlh6		Yes !	Émilie		
tm_n7a4i8f91fgp0iex	He asked John and Matilde to come help him in his first brainstorming.	He asked John and Mathilde to come help him in his first brainstorming.	APPRENANT		
tm_b18s16oyuwskcdi4		So let's go. First of all, we need to set the limits of our system.	Marc		
tm_8mfewpn3gykq9m9k		What are the elements it is going to interact with ? What is its main mission ?	Marc		
tm_jzdlebpqkxxg68xt		It seems that its mission is to carry safely a pack of medicines accross the Ubangi river.	Mathilde		
tm_zgn6xneves8smg2z		Yes, it seems right, but I think we could be a bit more precise on the distance. I looked it up on Google maps.	Marc		
tm_eph5ztzl5xamizds		The river near Bamalowi half a mile. With safety margins, we could say 0.6 miles.	Marc		
tm_swcnf9j47qgnftcl		In that case, shouldn't we also precise the maximum weight of the medicines to carry ?	John		
tm_gk7gytvstm8fp5fa		You're 100% right. These two elements are essential to dimension the system.	Marc		
tm_yuin9uij2edgy63d		So let's say two pounds ?	Marc		
tm_sy0xo8preervsko5		Yes. We're going to have to check that with the distribution team, but that looks reasonnable.	John		
tm_e6axa099gxc1j2ey		So, our mission would be :	Marc		
tm_v6oqfyuw9wanh374	Airlift a two pounds pack of medicines over a distance of three fifth of a mile.	"<b>Airlift a two pounds pack of medicines over a distance of three fifth of a mile.""</b>"	Marc		
tm_kgtg7bc668b193fi		Is that OK with you ?	Marc		
tm_gnzfduorx8fhr3ad		Perfect.	Mathilde		
tm_hcdjf7q4fuzk69b7		The start of a functionnal analysis of a system always starts by identifying its operationnal mission.	APPRENANT		
tm_nr15bcldmt4xmmrd		Now let's address the limits of our system.	Marc		
tm_6mw90t5hkp2pgt41		With what and who is it going to interact ?	Marc		
tm_cz668fj0ycev99t1		This would allow us to define the principal functions and the constraints.	Marc		
tm_rbmqw72iuxe97qbp		The most obvious actors seem to be the pilot, the medicine pack, and the guy from Ramatowa who is going to unload the pack.	Mathilde		
tm_2ne8wde70aakwe53		Yes, but I doubt about the direct interaction with the pilot. We'll see this later.	Marc		
tm_7m694au5kmcwwyyx		Maybe the pilot won't be in charge of loading the pack aboard the drone. Maybe we need to identify a second guy in Bamalowi to load it on the drone ?	John		
tm_vacn9ud3y44ri6hd		Yes, it seems a great idea.	Marc		
tm_zwbxezezkyhr7ne5		So I think we have all the actors who will interact with the system.	Marc		
tm_2ir0qujkvj7ssai8		Do you see any factors that will add constraints ?	Marc		
tm_n90xl8hki1vbev2b		Climatic elements like wind and sun will probably play a role ?	Mathilde		
tm_z9rx99en6iqjpf23		Yes, we'll think about it. Anything else ?	Marc		
tm_0bmr6pyns6wucmxb		The river may have an impact, but if all goes well, it shouldn't interact !	John		
tm_l8sn3k6jil9oyxsc		We'll have to develop that in the safety study. I think we have more or less every actors. I'd add the landform of the take off fields.	Marc		
tm_fxwag987ngvh1kon		It plays an important role with ground/air interactions when the propellers start to lift the drone off the ground.	Marc		
tm_cdnsfhhm8xezln4s		Yeah, good idea !	Mathilde		
tm_dck7mk1uamjvkieq		Let's get back to the actors and see how they interract with the system.	Marc		
tm_lqeym32ideu7eyau		For the pilot, it seems obvious. He guides the drone to the other bank.	John		
tm_oi1dkow9sxbcxum7		Is this that obvious ? What would he need to guide the drone ?	Marc		
tm_qgt576j4x2rz7gwg		A telecommand, why ?	John		
tm_k2wraqabecunt6ob		There's the problem !	Marc		
tm_m6ofuffwn5n45440		Should we consider the remote control in the system ? If so, yes, the pilot directly interracts with it.	Marc		
tm_xxaxrirbwf1gqsee		Or should we exclude the remote from the system, and then it would be the remote that guides the system, not the pilot !	Marc		
tm_6amtew3yh9p2wsfv		Why would you exclude the remote control from the system ?	Mathilde		
tm_h8gnezoyf6xfpdyy		Well, it's mainly linked with costs, competency, and flexibility with the pilot.	Marc		
tm_hqvyl2rpru442hgm		I do not want to be responsible for guiding the drone from the ground.	Marc		
tm_et88ram9d54phpxp		Today, we could find some cheap radio remotes ont the Internet, with an excellent reach.	Marc		
tm_dl33ii6yjhrca289		We don't really have the competencies to developp this thing, and it will definitely be more expensive to develop than to buy it. And the results won't be better.	Marc		
tm_r1r0kaz1ub9bz2ty		So we could consider that this element is out of the system and we subcontract it elsewhere.	Marc		
tm_avuikhybhwgypfxd		In that case, we become dependent on a external builder, but at least, the pilot could choose a remote and configure it as he pleases.	Marc		
tm_9u116u4dngs3jfa8	Here Marc is touching an important point of functionnal analysis : Defining the limits of the system that we want to develop. Several considerations have to taken into account : costs, safety, competency, etc These latter will impact the functionnal limits of the sytem who will be smaller or bigger.	"Here Marc is touching an important point of functionnal analysis :

<b>Defining the limits of the system that we want to develop.</b>

Several considerations have to taken into account :
* <b>costs,</b>
* <b>safety</b>,
* <b>competency</b>,...

These latter will impact the functionnal limits of the sytem who will be smaller or bigger."	APPRENANT		
tm_t36iub1wzj4jdamj		Yes, but will our system obey to emitted orders ?	John		
tm_k9rv6ttpsrhde8y4		Nice point !	Marc		
tm_akvazm0c1abf0hqq		Luckily, today, the radio transmitters come with a little box to put in the drone.	Marc		
tm_3fxy5kkk2bnufzqd		We just have to choose which receptors to be compatible with, and the job is done !	Marc		
tm_8em1cntaglu5ej2v		Yes, but are we sure the signal will be in the receptor's domain ?	Mathilde		
tm_ivvmhn2yg3hl0m8i		That's another good question Mathilde.	Marc		
tm_yi0c7sbwhwrebwmw		Our system will have to include a calibration function to adapt with the remote's frequency.	Marc		
tm_6xirmf35p59cn0lx		So we already two main functions for our system :	Marc		
tm_rjc16n1x42rxx09q	FP1 : Accept the guidance signals of the remote to move in the air like the pilot commands to do.	FP1 : <b>Accept the guidance signals of the remote to move in the air like the pilot commands to do.</b>	Marc		
tm_wgabtat370um1iba	FP2 : Calibrate the receptor on the the remote.	FP2 : <b>Calibrate the receptor on the the remote.</b>.	Marc		
tm_st6o4h4rc1zguw7j		Though FP2 looks moe like a constraint to me.	Marc		
tm_3v55207cwyurdtwh		Why ?	Mathilde		
tm_auw54g87li6ofhic		Because it only links the remote and the system.	Marc		
tm_unpdjfdp57gz0wsf		Yes, that's true. What else ?	Mathilde		
tm_07kfaapxervkvsca		Well, we're going to have to move the medicine pack. This looks like a main function.	John		
tm_susw5qe9yuhkohg6		And that's another constraint.	Marc		
tm_uzoypg6yx0epohr2		The sytem needs to be able to lift two pounds !	Marc		
tm_sv541rxojkz2v6x1		While we're at it, the system needs to allow the guy in charge to attach the pack easily and safely.	Mathilde		
tm_fp32rpon3d2bihpe		OK, that is a new main function. So we add :	Marc		
tm_s752aba7yxq0ttk1	FC2 : Lift and carry two pounds of medicines links the system and the medicines.	FC2 : <b>Lift and carry two pounds of medicines links the system and the medicines.</b>	Marc		
tm_6ymfgefm4l5ygp7n	FP2 : Attach strongly and easily 2 pounds of medicines links the the guy in charge and the medicines through the system.	FP2 : <b>Attach strongly and easily 2 pounds of medicines links the the guy in charge and the medicines through the system.</b>	Marc		
tm_bu44heucrktwbfbr		We could start to draw our octopus diagram.	Marc		
tm_4r6u9upgty9oekdb	In a functional analysis, the octopus diagram represents every main functions of the system and links to the actors involved. If a function only interacts with one actor, then it is a constraint function. Every functions are numbered. That's why Marc is giving them some numbers.	"In a functional analysis, the octopus diagram represents every main functions of the system and links to the actors involved.

If a function only interacts with one actor, then it is a constraint function. Every functions are numbered. That's why Marc is giving them some numbers."	APPRENANT		
tm_65w9du2puxscn5ey	Marc, John and Mathilde finished their functionnal analysis. Isabelle, who came back from her interviews, is creating the final requirements with Marc.	"Marc, John and Mathilde finished their functionnal analysis.

Isabelle, who came back from her interviews, is creating the final requirements with Marc."	APPRENANT		
tm_i2muwow3g0jqjwzv		So, what have you found in your functionnal analysis ?	Isabelle		
tm_ljk2ijrvq831dm7w		We defined two main functions and two constraint functions.	Marc		
tm_hjf9m6niriu4u7p5	The first main function is : Move through the air following the remote's orders.	"The first main function is : ""<b>Move through the air following the remote's orders</b>"""	Marc		
tm_s6t3g7j3cjxrt7kh		Seems relevant.	Isabelle		
tm_aolynwy1f24r01yu	The second one is : Allow the guy in charge in the village to attach a medicine pack quickly and safely.	"The second one is : ""<b>Allow the guy in charge in the village to attach a medicine pack quickly and safely.</b>"""	Marc		
tm_777jq4eovtlsmy7o	"And we have two constraints : ""Be able to tune in to the remote's frequency"" and ""Be able to lift a two pounds pack""."	"And we have two constraints : ""<b>Be able to tune in to the remote's frequency</b>"" and ""<b>Be able to lift a two pounds pack</b>""."	Marc		
tm_7kh4bz46p7wca0bh		Nice start !	Isabelle		
tm_u5nzjy6l5jkwwpmj		From what I've seen in the field, we will have to add a few constraints.	Isabelle		
tm_dqi9q8dd5bcnvcww		For Gérard, the river can be very foggy.	Isabelle		
tm_z49urb1taybp3upu		So we should be able to use the drone, even if we don't se it.	Isabelle		
tm_24f1e57bebdif5p7		"For the guys who do the runs, the drone should be stored in a 20"" crate, and that crate should resist other boxes falling on it."	Isabelle		
tm_35jjp7kc7r9w8x6w		The truck will probably shake it quite a lot.	Isabelle		
tm_r6wcks027d5732hu		We will add these three functions.	Marc		
tm_eapkvfsrfjwqz7w5		Maybe we should also put a precision criteria for the landing ?	Isabelle		
tm_6mr7hwat3duir0pn		Something like three feets ?	Isabelle		
tm_g6umqzxwhqk4vni7		Precision is a value critera for the FP1 function.	Marc		
tm_4eg03on0nfc47gnb		I will add it too.	Marc		
tm_7f42nk4sjoebfwi5		Any other point ?	Marc		
tm_x772mvxo41ugwsna		No, I think I've told all th eideas I had.	Isabelle		
tm_kdoblejvg4ghg774		In this case, I'm back to my analysis.	Marc		
tm_qgb2jl0bqla1pdx3		Marc just entered Isabelle's office.	APPRENANT		
tm_zqp0raiv774boxsb		Hello Marc !	Isabelle		
tm_m7waztppfsl2jp91		So our first specifications sheet is ready ?	Isabelle		
tm_m6c3aijdi2fkij68		Do you think we will need to run some safety studies ?	Marc		
tm_vnq5nz3bcvw3538h		There isn't much risk with a single drone.	Isabelle		
tm_6spir03q5yfs63xj		These studies can also be lengthy and blow up our budget.	Isabelle		
tm_7u7nnzzwwiuzde7f		Yes, you're maybe right...	Marc		
tm_x4vm6k6qqw9kfwiv	Choose what Marc will say :	<b>Choose what Marc will say </b>:	APPRENANT		
tm_34adt9cct4rh0802		So let's forget about it.	Marc		
tm_4cv77sv5wtrsj56n		But please, allow me to do a short one.	Marc		
tm_q7ggaa0c8k5kytlq		The drone will cost us 500€, and if we can avoid amaging it with a small saftey analysis, I think it could be worth doing it.	Marc		
tm_bjhrivmkmaxgelxl		We will limit ourselves to the most critical elements.	Marc		
tm_ktjol3hwip9827hf		What do you tgink about this ?	Marc		
tm_z75vci90mdxnfyg6		OK, OK, let's do a small safety analysis.	Isabelle		
tm_evi5bwcy1p3ooe19		OK, I'm going ahaead with it.	Marc		
tm_7mrka6wbjkm8hovo		"Safety studies are usefull, even if the system is not dangreous to its user, because they allow to predict the system's behaviour in critical situations.

They prevent risks to other humans, but they can also prevent material damage."	APPRENANT		
tm_4aupub9nmo5e9x33	Safety barrier methods and FMECA (Failure Mode, Effects, and Criticality Analysis) will be a part of your third year Operational Safety classes.	Safety barrier methods and FMECA (Failure Mode, Effects, and Criticality Analysis) will be a part of your third year <b>Operational Safety</b> classes.	APPRENANT		
tm_kp63l53mtfi31www	Safety studies are developped in the Risk Management Process in the INCOSE handbook.	"Safety studies are developped in the ""<b>System Safety Engineering</b>"" part of the INCOSE handbook."	APPRENANT		
tm_2beobrp4gyl0uxie		"The scene takes place during the first flight tests of the drone.

The drone is flying above the river. Suddenly, the wind picks up.

The pilot loses all control on the drone, who crashes in the river. It sinks after a few seconds."	APPRENANT		
tm_pxm57lyhbckokrd6		"Was this crash preventable ?

yes, if they had thought about the technical solutions that could be deployed to prevent or answer to the initial event.

In our case, the implementation of an efficient algorithm in the drone's controller (like a PID), would have allowed the drone to stay in the air, even with turbulences.

Or if they had build a floating structure on the drone, and equiped it with a GPS tracker, they could also just travel down the river and pick it up."	APPRENANT		
tm_yfc89bs8ozzgfe4d		"Safety studies are usefull, even if the system is not dangreous to humans, because they allow to predict the system's behaviour in critical situations.

They prevent risks to other humans, but they can also prevent material damage."	APPRENANT		
tm_8rnrp37x99tx5lby	Safety barrier methods and FMECA (Failure Mode, Effects, and Criticality Analysis) will be a part of your third year Operational Safety classes.	Safety barrier methods and FMECA (Failure Mode, Effects, and Criticality Analysis) will be a part of your third year <b>Operational Safety</b> classes.	APPRENANT		
tm_2kxh1pzk6gegke5n		Marc and his team have resumed their brainstorming.	APPRENANT		
tm_8fjue8y0iqx8agay		So, we have identified some main functions and some constraints on our system.	Marc		
tm_nl8d1enog9zsmlsb		Now, let's try to focus on the safety analysis, and identify the actors that might interfere with it.	Marc		
tm_qivyh67gf12huste		The river was listed previously, and I think this is an idea worth considering.	Marc		
tm_v9h2rpog5tbrrdja		Yes, we should protect both the electronics and the medicines.	John		
tm_ecwm4w5lc1fas47k		Water must be kept away from these elements	John		
tm_mjxgaetwb2z3cnz9		Good point !	Marc		
tm_ous5bxcwfqx9y9xl		That adds two constraint functions.	Marc		
tm_mhw7mcichjaf1tsw		While we're talking about falling down, maybe the drone should resist small impacts wth the ground in case the pilot makes minor mistakes ?	Mathilde		
tm_3yv72mim21pr82nj		Piloting makes me think about something else.	John		
tm_hin1kvkzr5pgefh0		Last time I tried to buil da remote controlled circuit, my system was picking up signals from another source, and was acting randomly.	John		
tm_8n1rdxe4q8iqyawo		Not all at the same time, please.	Marc		
tm_pni1nzwh02fwuol8	That add us two more constraints : Resist a 15 feet fall. and Be operationnal and finish the mission, even if the remote's signal is jammed.	"That add us two more constraints : ""<b>Resist a 15' fall.</b>"" and ""<b>Be operationnal and finish the mission, even if the remote's signal is jammed</b>"""	Marc		
tm_18al15a0lpuykm48	I will also add another constraint regarding the batteries : Manage the power level	"I will also add another constraint regarding the batteries : ""<b>Manage the power level</b>"""	Marc		
tm_kx4vn9gi3fidv7ib		It will be better if we don't fall on an empty battery in the middle of the river.	Marc		
tm_bonxsivczgy7pxz3		So, I think we can complete our octopus diagram.	Marc		
tm_g1qx8ytrtb7qqxnl		Marc and Isabelle meet around a good cup of coffee.	APPRENANT		
tm_c1yv6lu01971qx7d		So, did your safety analysis go well ?	Isabelle		
tm_tn8hsy95ovo8qqbp		Yes, we thought about several chains of events to prevent.	Marc		
tm_gdhcyzu8e3h0oi9g		But thinking about it, I was wondering if we should considering cybersecurity aspects ?	Marc		
tm_gu54026x4kcgv9cx		What are you talking about ?	Isabelle		
tm_2pxj1nlaplcrvbxs		Do you fear our drone might get pirated ?	Isabelle		
tm_4cnfm25m3elaisc8		Why wouldn't it happen ?	Marc		
tm_j5xsxsfasi1q3bxa	Choose what Isabelle will say :	<b>Choose what Isabelle will say</b> :	APPRENANT		
tm_plfwkkfuugg1hl70		No, sorry to disapoint you, but we don't have time for this.	Isabelle		
tm_l4707g9vnw3bdrd1		Do you really think it's necessary ?	Isabelle		
tm_ler5y7ya30vo477s		Yes, mostly to not have regret if an easily preventable attack happens.	Marc		
tm_a2by4kkh950k1ra8		OK, but please don't spend too much time on this, otherwise these studies will explode our budget.	Isabelle		
tm_i7n7t7a2vjsje9l6		"As told in the beginning, Ramatowa is often in conflict with a neighbouring village.

One of the inhabitants of this village heard about the drone project, asked a few questins about the communications with the remote, bought th esame model.

He got on the river banks during the tests, and took control of the drone. He picks it up, and runs away."	APPRENANT		
tm_1bxhcgbd91cyfofb		Heck ! Our drone got stolen.	Isabelle		
tm_0dgj4pu3deikfcc7		Of course, we didn't implement any protectionon the communications.	Marc		
tm_3k7bh5gb6v5eifg5		Not even some encryption of the command signal.	Marc		
tm_m2r5fbz9gzpcaubp		So any mildly competent pirate was able to take control of our drone.	Marc		
tm_7b1qyl0bn70dia33		I asked if I could do a cybersecurity analysis, but you refused categorically.	Marc		
tm_617e7fci4pi9nr8d		Marc, I'm starting to regret that decision...	Isabelle		
tm_jzcnfo82kb8h3yr8		So Alice, is everything alright with your classes in colege now ?	Isabelle		
tm_89gi8wfxeff27uvi		Yes, Mom, everything is fine, and the vacations are getting closer.	Alice		
tm_i4pwuhxyo3jhultr		Cool, you might be available to help us with our runs then ?	Isabelle		
tm_l5uce8xa517xpkwx		Euh, Mom, I got other projects...	Alice		
tm_g16z1rmdbmadpo4h		You know, this year will be a bit special, we will use drones !	Isabelle		
tm_gd5l1nhrtpvq99z7		Drones ?	Alice		
tm_tcxv7985efaup8fe		Interesting, but what for ?	Alice		
tm_lx66leawmdsu2u0s		To carry medicine packs accross a river.	Isabelle		
tm_6qi2bj39vwe242tn		Whaou ! Cool ! That's all you had to say ! I'm definitely coming !	Alice		
tm_4yymm7rd32adsjl6		But where are these drones coming from ?	Alice		
tm_27s3iksc6kp6kddb		We will build them ourselves.	Isabelle		
tm_ag6syqprvksu0d8o		Did you think about the environmental impact ?	Alice		
tm_iy6dhvnr70qazoo3		Drones can be really noisy, and from what I heard, they need lots of batteries...	Alice		
tm_oxmbh4gaw3h76m4u		But where do this environmantalist concern come from ?	Isabelle		
tm_kuvbcmw4yht60e1r		Mostly from our teachers. They're getting more sensitive to ecologic concerns, and they use every occasion they get to talk about it.	Alice		
tm_0f9fh89ac1v9rbl8		This morning, our system conception teacher made a class on ecological conception.	Alice		
tm_bgjvgodt7szdl46b		Well, you may be right, we'll look into that.	Isabelle		
tm_pv7k2016e9dw1oak		Of course, I'm right.	Alice		
tm_1sy06vjsrw78uash		And you should also think about the public image of the Red Cross.	Alice		
tm_4h5i0koeiht0mc3s		Marc will probably be happy, I'm adding yet another study...	Isabelle		
tm_rw9kc9ftq9rwiy2m		What is the goal of eco-conception studies ?	APPRENANT		
tm_1fdhxmw4lzwqq88y	"Eco-conception studies must be made before the realisation of a project, as safety and cyber-security studies should be made. All three can potentially have huge impacts on the development of a system. 
In our case, we could make the structure of the drone from an easily disposable material (like wood), and use intelligent batteries with a much greater lifespan."	"Eco-conception studies must be made before the realisation of a project, as safety and cyber-security studies should be made.

All three can potentially have huge impacts on the development of a system. 

In our case, we could make the structure of the drone from an easily disposable material (like wood), and use intelligent batteries with a much greater lifespan."	APPRENANT		
tm_0o6rty3rphnmxjl3	You will see these aspects if you choose the easy option of the seeta major.	You will see these aspects if you choose the <b>ISI</b> option of the <b>SITA major</b>.	APPRENANT		
tm_z18b13gs55uehev6	Eco-conception studies must be made before the realisation of a project, as safety and cyber-security studies should be made. All three can potentially have huge impacts on the development of a system. In our case, we could make the structure of the drone from an easily disposable material (like wood), and use intelligent batteries with a much greater lifespan.	"Eco-conception studies must be made before the realisation of a project, as safety and cyber-security studies should be made.

All three can potentially have huge impacts on the development of a system. 

In our case, we could make the structure of the drone from an easily disposable material (like wood), and use intelligent batteries with a much greater lifespan."	APPRENANT		
tm_qi1am9qzp3byz0i8		Tell me, Marc, an hour ago, I was thinking about the way we could make our drone fall-proof.	John		
tm_qos6lknnsy7s5i1d		And then, suddenly, I had an idea.	John		
tm_kcilhlw7mkr7962m		We could build some kind of airbag for the drone !	John		
tm_wdh3aq6mutj3dyu7		Something especially conceived so that, at a given vertical acceleration, it would deploy a protective ballon to protect the drone from the fall.	John		
tm_a7k5y9md5r5uxa1f		Yes, that's an interesting concept !	Marc		
tm_ybcktlf0nda12y6g		I even think we could make it the shape of an inverted umbrella.	John		
tm_uyih2jgwdcxttvvo		That way, it would even act as a little boat on the river.	John		
tm_bcgepyo81u4si4ik		Interesting, interesting,...	Marc		
tm_j4rror8n3jh6zpu3		I'm almost certain this doesn't exist yet. We could maybe try to file a patent for it...	John		
tm_qb699pfzkdri71e8		Yes, yes, yes,...	Marc		
tm_c23csfco6odn7fe9		Listen John, I wish you don't take too much time doing it, but you should probably go talk about it with Majorie.	Marc		
tm_x6fe8bqi29eq0a4m		She's our legal expert, and she is quite knowlegeable about intelectual property.	Marc		
tm_3nzb9aa5wkikri5v		Go talk about your invention with her.	Marc		
tm_4ixnl3mnfnq1ga74		Ok Marc, I'll follow that advice.	John		
