FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (ENGLISH)]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_03p15ns7pl4o4wcb		"Édouard flies the drone  for a short time to get used to the commands, then hands the remote to Émilie. 

She gently lands the drone on the river, and they watch it disapear as the current takes it away.

Édouard takes the tablet. He tries a few manipulation, looks intrigued, tries again, and starts to look panicked..."	APPRENANT		
tm_1mdn9rco5lvw3gne	Émilie takes the tablet, and tries to center the map around Ramatowa. After a short time navigating menus, she also doesn't find anything.	"Émilie takes the tablet, and tries to center the map around Ramatowa. 

After a short time navigating menus, she also doesn't find anything."	APPRENANT		
tm_h0yxh241ch7bijgh		Marc takes out his satellite phone and calls John.	APPRENANT		
tm_wjxfapp9dj4eqrop		"Marc takes the tablet, and struggles a bit with the app's menus.

A map with the drone's position appears at last. For now, it is 6 miles downstream, and still moving.

It takes more than one hour for the team to get that drone back."	APPRENANT		
tm_d3oyp5bzm523xmyc		"Because he forgot the HMI conception phase, John totally forgot to ask the final users.

By doing that, he developped an interface considering that some complex interactions were obvious for a user, which wasn't that case. 

He also invented some needs the users did not have, like the amount of different maps required.

A good HMI conception would have simplified the intercation, for example by allowing the user to zoom in and out, and move on a global map"	APPRENANT		
tm_tkv9p5q0pcwge9yg		In Hubert's office, Marc organizes an emergency meeting with Hubert and Isabelle.	APPRENANT		
tm_rb5fwiexrsyfauto		Clic on the screen to help Marc find out what happened	APPRENANT		
tm_9sbeifratg4ni9yt		After looking again at the logs for a short time, Marc's expression changes	APPRENANT		
tm_tsrab0psbxmtdot7	Copying critical data to create saves on reliable supports separated from the network (like an external hard drive, a backup server,...) is an important part of any IT system security policy. It allows for a faster relaunch of activities after a cyberattack. Such saves are generally stored with ways to prove that their integrity has not been compromized, to make sure we still have usable data.	"Copying critical data to create saves on reliable supports separated from the network (like an external hard drive, a backup server,...) is an important part of any IT system security policy.

It allows for a faster relaunch of activities after a cyberattack. 

Such saves are generally stored with ways to prove that their integrity has not been compromized, to make sure we still have usable data."	APPRENANT		
tm_4jegkm5q6woucbli	You will see that in the second year IT Systems Security classes.	"You will see that in the second year ""<b>IT Systems Security</b>"" classes."	APPRENANT		
tm_5gr4v23oqvu5rddk	Copying critical data to create saves on reliable supports separated from the network (like an external hard drive, a backup server,...) is an important part of any IT system security policy. It allows for a faster relaunch of activities after a cyberattack. Such saves are generally stored with ways to prove that their integrity has not been compromized, to make sure we still have usable data. Here, the team is lucky to have created a partial save by accident, and because of it, they won't have to restart from scratch.	"Copying critical data to create saves on reliable supports separated from the network (like an external hard drive, a backup server,...) is an important part of any IT system security policy.

It allows for a faster relaunch of activities after a cyberattack. 

Such saves are generally stored with ways to prove that their integrity has not been compromized, to make sure we still have usable data.

Here, the team is lucky to have created a partial save by accident, and because of it, they won't have to restart from scratch."	APPRENANT		
tm_61d08wyw3lc7hamv		A few days later, a police officer came to explain their findings	APPRENANT		
tm_v3efmgcybhbsr2ku	Cyberattacks don't always come from the outside. Quite the opposite actually. A large part of cyberattacks (some studies estimate it at 60%) is launched by employees or ancient employees of the targeted company. That's why you have to stay on your guards, even when a known coworker is sending you an email. Furthermore, the Human resources management is extremely important for cybersecurity. Companies must give a minimum of attention to the interns and other other people who might access their network. And departure management policies must be implemented. It's impertive to delete accounts that have no more reasons to exist, particularly after a retirement departure, or an employee quiting or being fired.	"Cyberattacks don't always come from the outside. 

Quite the opposite actually. A large part of cyberattacks (some studies estimate it at 60%) is launched by employees or ancient employees of the targeted company. That's why you have to stay on your guards, even when a known coworker is sending you an email.

Furthermore, the Human resources management is extremely important for cybersecurity. Companies must give a minimum of attention to the interns and other other people who might access their network. And departure management policies must be implemented. It's impertive to delete accounts that have no more reasons to exist, particularly after a retirement departure, or an employee quiting or being fired."	APPRENANT		
tm_yajukrhef097dbqx		Hubert draws an interesting point. By the way, could you put the steps of a classical cyberattack back in order ?	APPRENANT		
tm_giwos7nbayz32qpj		After a short wait, John comes in.	APPRENANT		
tm_6skxuvanv612zcv8	E-mails and attachments are one of the most common way to introduce some mailicious programs in a company.That's why you need to be extra sure the message is legitimate before opening them. Here, the message might have been a bit weird, but John could have thought the message really contained some legitimate informations. These kind of manipulations are called Social Enginnering.	"E-mails and attachments are one of the most common way to introduce some mailicious programs in a company.That's why you need to be extra sure the message is legitimate before opening them.

Here, the message might have been a bit weird, but John could have thought the message really contained some legitimate informations.

These kind of manipulations are called ""<b>Social Enginnering</b>""."	APPRENANT		
tm_i4yk9ooqv8a294yn	This is developped with more details in the Advanced Security classes of the third year of the SITA major.	"This is developped with more details in the ""<b>Advanced Security</b>"" classes of the third year of the SITA major."	APPRENANT		
tm_3tjyd4w5ej3te0ib	No, operational validation tests for the system should be written, as soon as the requirements are fixed. This allows to check if every requirement is checkable, realist, and what is the materila we need to test them for the validation. Some testing tools might demand some time to be developped or ordered ! And the tests duration must be integrated in the previsionnal planning.	"No, operational validation tests for the system should be written, as soon as the requirements are fixed.

This allows to check if every requirement is checkable, realist, and what is the materila we need to test them for the validation.

Some testing tools might demand some time to be developped or ordered ! And the tests duration must be integrated in the previsionnal planning."	APPRENANT		
tm_19lhmbjcz8043xnb	You will see these principles in the Verification and Validation classes of you second and third year.	"You will see these principles in the ""<b>Verification & Validation</b>"" classes of you second and third year."	APPRENANT		
tm_87a9sqa969b857hh	These methods are described in the INCOSE handbook, in the Verification Process.	"These methods are described in the INCOSE handbook, in the ""<b>Verification Process</b>""."	APPRENANT		
tm_7964isxfzhp5009o		Do you want to follow Mathilde's advice ?	APPRENANT		
tm_27d78o6f6oqnn3t7	Indeed, operational validation tests for the system should be written, as soon as the requirements are fixed. This allows to check if every requirement is checkable, realist, and what is the materila we need to test them for the validation. Some testing tools might demand some time to be developped or ordered ! And the tests duration must be integrated in the previsionnal planning.	"Indeed, operational validation tests for the system should be written, as soon as the requirements are fixed.

This allows to check if every requirement is checkable, realist, and what is the materila we need to test them for the validation.

Some testing tools might demand some time to be developped or ordered ! And the tests duration must be integrated in the previsionnal planning."	APPRENANT		
tm_tvbq9l5tr2069wmn		"Émilie presses on the power command, and the drone slowly takes off.

Suddenly, a small gust of wind hits the drone. It gets shaken, and slowly recovers his trajectory, but starts to rock back and forth, with an increasingly varying pitch. It finally crashes on the ground, with a broken rotor and a burnt motor."	APPRENANT		
tm_gusciykerkrko026		"Doing individual component tests and integration tests before on site operationnal tests are very important, because they make it possible to catch most technical issues if the tests approach realistically the operationnal reality.

For the drone, it might be a good idea to test the flight capabilities in a hangar to see how it reacts to small perturbations, and check for conception or development errors and fien tune the parameters a bit better."	APPRENANT		
tm_bktxnw4l1mzwcnvt	The scrum method is taught in the Project Management classes, in the second year of the IENAC training.	"The ""<b>SCRUM</b>"" method is taught in the ""<b>Project Management</b>"" classes, in the second year of the IENAC training."	APPRENANT		
tm_a6lnblu9z3rpjsw9		That method is described in the chapter X of the INCOSE handbook.	APPRENANT		
tm_vfuo6un9548thzbn	"The SCRUM method translates the expected functions of the system in small stories to realize. They are written with a precise formalism. For example : ""As a pilot, I wish to act on the motor's power to make the drone take off"". They are called User Stories because they always imply one and only one specified user. In this case, we have the pilot's User Stories, those of the guy in charge ofthe medicines, ..."	"The <b>SCRUM</b> method translates the expected functions of the system in small stories to realize.

They are written with a precise formalism. For example : ""As a pilot, I wish to act on the motor's power to make the drone take off"".

They are called ""<b>User Stories</b>"", because they always imply one and only one specified user.

In this case, we have the pilot's User Stories, those of the guy in charge ofthe medicines, ..."	APPRENANT		
tm_pxkx7we3t95hnj4n	Despite some prejudices, agile development isn't an empiric method where the budget and sprint durations moves freely with the needs and events. The only true adjustment variable in this method is the number of user stories in each sprint.	"Despite some prejudices, agile development isn't an empiric method where the budget and sprint durations moves freely with the needs and events.

The only true adjustment variable in this method is the number of user stories in each sprint."	APPRENANT		
tm_dbtymstob7viooic	All the people from Bamalowi are gathered near the river. A delegation from Ramatowa, including Nurumbé, is also present. Émilie is a bit moved. The drone is ready to take off. Bruno attached the medicine payload underneath the drone, and Hubert just asked for silence.	"All the people from Bamalowi are gathered near the river. A delegation from Ramatowa, including Nurumbé, is also present.

Émilie is a bit moved. The drone is ready to take off.

Bruno attached the medicine payload underneath the drone, and Hubert just asked for silence."	APPRENANT		
tm_esv6inkaculn2yup	Émilie takes the remote, and presses a few buttons. The rotors start spinning and whizzing. The drone takes off slowly and starts crossing the river. Everything is running smoothly. Suddenly, a gust of wind pushes the drone, who starts to roll to starboard. Everyone looks the scene anxiously. But the drone automatically rights itself, and continues its navigation. The crowd lets ou a sigh of relief. Émilie lands the drone at 3 yards from the target with the camera fixed in front of the drone. Everyone applauds her. Then comes Édoaurd's turn. A new payload is fixed. Édoaurd presses the commands, and the drone takes off fast. His piloting is less smooth than Émilie's, and the drone flies in a slight zig-zag pattern. He finally reaches the shore. Everyone also apploads him. The payload the drone brought back is unveiled : four pretty necklaces. Hubert takes them and starts speaking again :	"Émilie takes the remote, and presses a few buttons. The rotors start spinning and whizzing. The drone takes off slowly and starts crossing the river.

Everything is running smoothly. Suddenly, a gust of wind pushes the drone, who starts to roll to starboard. Everyone looks the scene anxiously. But the drone automatically rights itself, and continues its navigation. The crowd lets ou a sigh of relief.

Émilie lands the drone at 3 yards from the target with the camera fixed in front of the drone. Everyone applauds her.

Then comes Édoaurd's turn. A new payload is fixed. Édoaurd presses the commands, and the drone takes off fast. His piloting is less smooth than Émilie's, and the drone flies in a slight zig-zag pattern. He finally reaches the shore. Everyone also apploads him. 

The payload the drone brought back is unveiled : four pretty necklaces. Hubert takes them and starts speaking again :"	APPRENANT		
tm_qzfbnxdas09u0777		Hubert put a necklace around the necks of each team member, as the crowd applauds again.	APPRENANT		
tm_1pjoz7tjq3pndln4	Hubert's speech perfectly shows what to do after a project : A festive event, where every partaker is invited, and a positive evaluation of the job done is made, with an emphasis on what went right and some mentions of what could be improved. The goal is to thank the project's team. The conclusion phase of a project is often rushed through, which could create frictions and frustrations. It could even deter the partaker from taking part in future projects. It should not be overlooked. It is moreover the occasion for a company to capitalize on the knowledge and the lessons they learned in a dediacted document.	"Hubert's speech perfectly shows what to do after a project :

A festive event, where every partaker is invited, and a positive evaluation of the job done is made, with an emphasis on what went right and some mentions of what could be improved. The goal is to thank the project's team.

The conclusion phase of a project is often rushed through, which could create frictions and frustrations. It could even deter the partaker from taking part in future projects. It should not be overlooked.

It is moreover the occasion for a company to capitalize on the knowledge and the lessons they learned in a dediacted document."	APPRENANT		
tm_nx3z5k11rpl26pu9	There it is, you finished the game. You just have to come aboard in this fabulous adventure of aeronautics engineering, which will allow you to conceive, develop, and maintain our futur navigation systems in a reliable, durable and responsible way. Good luck !	"There it is, you finished the game. 

You just have to come aboard in this fabulous adventure of aeronautics engineering, which will allow you to conceive, develop, and maintain our futur navigation systems in a reliable, durable and responsible way.

Good luck !"	APPRENANT		
					
